,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Alert Criteria
1470,October,10/26/2020,11:24:00,10/27/2020,16:43:00,"California: Los Angeles County, Riverside County, San Bernardino County, Orange County, Kern County, Ventura County;",WECC,Severe Weather,Unknown,136833,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1471,October,10/26/2020,09:28:00,10/26/2020,12:20:00,Colorado:,WECC,Transmission Interruption,75,13000,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1472,October,10/26/2020,10:00:00,10/26/2020,10:15:00,Kentucky:,SERC,Vandalism,64,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
1473,October,10/27/2020,17:50:00,Unknown,Unknown,Oklahoma:,SPP RE,Severe Weather,Unknown,235000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1474,October,10/28/2020,21:37:00,11/02/2020,19:30:00,Alabama: Florida: Mississippi: Georgia:,SERC,Severe Weather,253,35478,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1475,October,10/28/2020,18:00:00,10/29/2020,01:15:00,Louisiana:,SERC,Severe Weather,Unknown,481268,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1476,October,10/28/2020,11:53:00,10/28/2020,15:26:00,Texas:,TRE,Transmission Interruption,Unknown,Unknown,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1477,October,10/28/2020,10:28:00,10/28/2020,10:29:00,Texas:,TRE,Severe Weather,Unknown,Unknown,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
1478,October,10/28/2020,17:12:00,10/29/2020,16:30:00,"Louisiana: St. Tammany Parish, St. Mary Parish;",SERC,Severe Weather,Unknown,72707,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1479,October,10/29/2020,08:15:00,10/31/2020,18:45:00,North Carolina: South Carolina:,SERC,Severe Weather,Unknown,461580,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1480,October,10/29/2020,11:58:00,10/29/2020,13:10:00,Maine:,NPCC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1481,October,10/29/2020,02:00:00,10/31/2020,09:00:00,"Alabama: Baldwin County, Butler County, Clarke County, Conecuh County, Escambia County, Lee County, Lowndes County, Macon County, Montgomery County, Pike County, Russell County, Tallapoosa County, Talladega County, Washington County, Monroe County; Florida: Escambia County, Okaloosa County, Walton County, Santa Rosa County;",SERC,Severe Weather,0,90000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1482,November,11/01/2020,18:00:00,11/01/2020,18:09:00,Ohio:,RF,Severe Weather,Unknown,85677,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1483,November,11/01/2020,12:31:00,11/01/2020,12:35:00,California: Placer County;,WECC,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
1484,November,11/02/2020,11:12:00,11/02/2020,11:21:00,Florida:,FRCC,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
1485,November,11/07/2020,17:40:00,11/07/2020,22:10:00,Colorado:,WECC,Transmission Interruption,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1486,November,11/09/2020,12:00:00,11/10/2020,09:45:00,New Hampshire: Coos County;,NPCC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
1487,November,11/10/2020,10:42:00,11/10/2020,12:45:00,Arizona: Maricopa County;,WECC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1488,November,11/13/2020,00:20:00,11/13/2020,08:00:00,Washington: Snohomish County;,WECC,System Operations,0,0,Cyber event that could potentially impact electric power system adequacy or reliability.
1489,November,11/14/2020,07:40:00,Unknown,Unknown,California: San Bernardino County;,WECC,Fuel Supply Deficiency,0,0,Fuel supply emergencies that could impact electric power system adequacy or reliability.
1490,November,11/15/2020,15:08:00,11/15/2020,22:30:00,Ohio:,RF,Severe Weather,Unknown,123361,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1491,November,11/15/2020,14:52:00,11/16/2020,05:59:00,Ohio:,RF,Severe Weather,Unknown,96809,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1492,November,11/15/2020,12:30:00,11/18/2020,09:44:00,"Michigan: Huron County, Livingston County, Macomb County, Monroe County, Wayne County, Washtenaw County, Tuscola County, St. Clair County, Lapeer County, Oakland County;",RF,Severe Weather,Unknown,150000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1493,November,11/15/2020,15:37:00,11/17/2020,12:15:00,"Michigan: Iosco County, Oscoda County, Ogemaw County, Livingston County, Ionia County, Barry County;",RF,Severe Weather,Unknown,57327,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1494,November,11/15/2020,23:05:00,11/16/2020,05:00:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,Severe Weather,Unknown,62408,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1495,November,11/15/2020,11:30:00,11/16/2020,03:25:00,Ohio: West Virginia: Virginia: Indiana:,RF,Severe Weather,Unknown,75000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1496,November,11/18/2020,08:30:00,11/18/2020,10:50:00,Missouri: Jackson County;,SERC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1497,November,11/18/2020,10:20:00,11/18/2020,11:18:00,Maine:,NPCC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1498,November,11/20/2020,09:10:00,11/20/2020,09:22:00,Texas: Kentucky: Arizona: New Mexico: Oregon: Washington:,TRE,System Operations,0,Unknown,Cyber event that causes interruptions of electrical system operations.
1499,November,11/21/2020,11:59:00,11/21/2020,12:59:00,Nevada: Clark County;,WECC,Actual Physical Attack,21,577,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
1500,November,11/23/2020,05:50:00,11/23/2020,07:27:00,Wisconsin: Dane County;,MRO,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1501,November,11/30/2020,14:33:00,11/30/2020,17:20:00,Texas: El Paso County;,TRE,Transmission Interruption,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1502,November,11/30/2020,16:24:00,12/01/2020,14:25:00,Massachusetts: Maine: Connecticut: Rhode Island: Vermont: New Hampshire:,NPCC,Severe Weather,Unknown,116000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1503,December,12/01/2020,12:32:00,12/01/2020,22:50:00,Ohio:,RF,Severe Weather,Unknown,170190,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1504,December,12/03/2020,09:01:00,12/03/2020,09:03:00,Colorado:,WECC,Transmission Interruption,89,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1505,December,12/03/2020,00:44:00,12/05/2020,11:03:00,California: San Diego County;,WECC,Severe Weather,93,73000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1506,December,12/03/2020,10:57:00,12/04/2020,15:02:00,"California: Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, San Diego County, Tulare County, Ventura County;",WECC,Severe Weather,132,51686,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1507,December,12/05/2020,16:40:00,Unknown,Unknown,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,Severe Weather,Unknown,271231,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1508,December,12/06/2020,09:45:00,12/06/2020,17:00:00,Pennsylvania:,RF,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
1509,December,12/07/2020,18:10:00,12/08/2020,21:09:00,"California: Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Ventura County, Tulare County;",WECC,Severe Weather,286,76234,"Loss of electric service to more than 50,000 customers for 1 hour or more."
1510,December,12/08/2020,09:43:00,12/08/2020,10:33:00,Michigan: Wayne County;,RF,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1511,December,12/09/2020,13:20:00,12/09/2020,14:30:00,Missouri: Kansas:,MRO,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1512,December,12/10/2020,16:30:00,12/12/2020,05:00:00,Washington: King County;,WECC,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
1513,December,12/11/2020,22:51:00,12/11/2020,23:57:00,Texas: Harris County;,TRE,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1514,December,12/13/2020,06:47:00,12/13/2020,07:36:00,California:,WECC,System Operations,298,159239,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts."
1515,December,12/14/2020,11:00:00,Unknown,Unknown,Idaho: Oregon:,WECC,Cyber Event,0,0,Cyber event that could potentially impact electric power system adequacy or reliability.
1516,December,12/14/2020,17:01:00,12/14/2020,17:34:00,California:,WECC,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1517,December,12/14/2020,01:30:00,Unknown,Unknown,New Jersey: Pennsylvania: Maryland: Illinois: Delaware: District of Columbia:,RF,Cyber Event,0,0,Cyber event that could potentially impact electric power system adequacy or reliability.
1518,December,12/16/2020,23:20:00,12/17/2020,07:20:00,Oklahoma:,MRO,Transmission Interruption,Unknown,Unknown,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
1519,December,12/17/2020,08:07:00,12/17/2020,08:32:00,California:,WECC,Severe Weather,35,17000,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.
1520,December,12/17/2020,16:19:00,12/17/2020,16:57:00,Michigan: Wayne County;,RF,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
1521,December,12/18/2020,06:34:00,12/18/2020,09:51:00,Oregon: Clackamas County;,WECC,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
